transcript_id	gene_symbol
ENST00000373863	EYA3
ENST00000495923	EYA3
ENST00000471498	EYA3
ENST00000426041	AL512288
ENST00000468665	EYA3
ENST00000476501	RN7SL559P
ENST00000436160	SPCS2P4
ENST00000443484	AL137792
ENST00000399029	AL137792
ENST00000517196	RNU6-176P
ENST00000373857	PTAFR
ENST00000539896	PTAFR
ENST00000305392	PTAFR
ENST00000603289	DNAJC8
ENST00000263697	DNAJC8
ENST00000489277	DNAJC8
ENST00000470967	DNAJC8
ENST00000482674	DNAJC8
ENST00000488868	DNAJC8
ENST00000497986	ATP5IF1
ENST000003355140	ATP5IF1
ENST00000468425	ATP5IF1
ENST00000465645	ATP5IF1
ENST00000604716	AL353622
ENST00000605846	AL353622
ENST00000253063	SESN2
ENST00000479574	MED18
ENST00000373842	MED18
ENST00000398997	MED18
ENST00000475655	MED18
ENST00000474683	MED18
ENST00000633371	PHACTR4
ENST00000632202	PHACTR4
ENST00000632421	PHACTR4
ENST00000463428	PHACTR4
ENST00000373839	PHACTR4
ENST00000493669	PHACTR4
ENST00000384052	Y_RNA
ENST00000633167	PHACTR4
ENST00000373836	PHACTR4
ENST00000438601	CR391992
ENST00000408289	RNU6ATAC27P
ENST00000632964	PHACTR4
ENST00000398958	RCC1
ENST00000413987	SNHG3
ENST00000649185	RCC1
ENST00000427469	RCC1
ENST00000447507	SNHG3
ENST00000434290	RCC1
ENST000003738330	RCC1
ENST00000437681	SNHG3
ENST00000364938	SNORA73A
ENST00000363217	SNORA73B
ENST00000419074	RCC1
ENST00000373832	RCC1
ENST00000373831	RCC1
ENST00000411533	RCC1
ENST00000486790	RCC1
ENST00000430407	RCC1
ENST00000447051	PRDX3P2
ENST00000429051	RCC1
ENST00000478232	RCC1
ENST00000624273	AL513497
ENST00000373830	TRNAU1AP
ENST00000495995	TRNAU1AP
ENST00000411406	TRNAU1AP
ENST00000480930	TRNAU1AP
ENST00000491577	TRNAU1AP
ENST00000464880	TRNAU1AP
ENST00000497790	TRNAU1AP
ENST00000495215	TRNAU1AP
ENST00000464093	TRNAU1AP
ENST00000484775	TRNAU1AP
ENST00000464612	SNHG12
ENST00000531126	SNHG12
ENST00000481220	SNHG12
ENST00000461448	SNHG12
ENST00000461832	SNHG12
ENST00000481368	SNHG12
ENST00000470977	SNHG12
ENST00000648127	SNHG12
ENST00000475441	SNHG12
ENST00000474814	SNHG12
ENST00000488745	SNHG12
ENST00000483436	SNHG12
ENST00000650259	SNHG12
ENST00000408612	SNORD99
ENST00000650239	SNHG12
ENST00000384581	SNORA61
ENST00000648251	SNHG12
ENST00000464115	SNHG12
ENST00000384584	SNORA44
ENST00000628458	SNORA16A
ENST00000384342	SNORA16A
ENST00000648327	SNHG12
ENST00000471683	TAF12
ENST00000373826	RAB42
ENST00000465518	RAB42
ENST00000373824	TAF12
ENST00000263974	TAF12
ENST00000495422	TAF12
ENST00000420776	LINC01715
ENST00000427804	LINC01715
ENST00000602813	AL360012
ENST00000387069	RNU11
ENST00000361872	GMEB1
ENST00000294409	GMEB1
ENST00000373816	GMEB1
ENST00000480454	GMEB1
ENST00000516968	AL645729
ENST00000474884	YTHDF2
ENST00000542507	YTHDF2
ENST00000373812	YTHDF2
ENST00000541996	YTHDF2
ENST00000478283	YTHDF2
ENST00000496288	YTHDF2
ENST00000475796	YTHDF2
ENST00000476976	YTHDF2
ENST00000468863	YTHDF2
ENST00000621425	OPRD1
ENST00000234961	OPRD1
ENST00000418471	AL009181
ENST00000362886	Y_RNA
ENST00000647103	EPB41
ENST00000642937	EPB41
ENST00000646189	EPB41
ENST00000644342	EPB41
ENST00000646800	EPB41
ENST00000647918	EPB41
ENST00000482464	EPB41
ENST00000373800	EPB41
ENST00000643155	EPB41
ENST00000649717	EPB41
ENST00000347529	EPB41
ENST00000646260	EPB41
ENST00000373798	EPB41
ENST00000644600	EPB41
ENST00000649674	EPB41
ENST00000643173	EPB41
ENST00000648181	EPB41
ENST00000650265	EPB41
ENST00000644780	EPB41
ENST00000343067	EPB41
ENST00000648891	EPB41
ENST00000643604	EPB41
ENST00000373797	EPB41
ENST00000349460	EPB41
ENST00000645184	EPB41
ENST00000425821	AL138785
ENST00000383977	Y_RNA
ENST00000645111	EPB41
ENST00000645999	EPB41
ENST00000643302	EPB41
ENST00000642643	EPB41
ENST00000636666	EPB41
ENST00000644848	EPB41
ENST00000644470	EPB41
ENST00000619772	Metazoa_SRP
ENST00000646871	EPB41
ENST00000488277	EPB41
ENST00000490308	EPB41
ENST00000650132	EPB41
ENST00000649992	EPB41
ENST00000460378	EPB41
ENST00000462032	EPB41
ENST00000521452	TMEM200B
ENST00000420504	TMEM200B
ENST00000413004	AL357500
ENST00000373795	SRSF4
ENST00000634348	SRSF4
ENST00000466448	SRSF4
ENST00000622143	SRSF4
ENST00000497015	SRSF4
ENST00000605204	SRSF4
ENST00000477193	SRSF4
ENST00000489898	SRSF4
ENST00000611385	AL357500
ENST000002637021	MECR
ENST00000373791	MECR
ENST00000475773	MECR
ENST00000483435	MECR
ENST00000473030	MECR
ENST00000463412	MECR
ENST00000453185	MECR
ENST00000478505	MECR
ENST00000490529	MECR
ENST00000464511	MECR
ENST00000463052	MECR
ENST00000489248	MECR
ENST00000475861	MECR
ENST00000474946	MECR
ENST00000464915	MECR
ENST00000482610	MECR
ENST00000484012	MECR
ENST00000493928	MECR
ENST00000427046	AL590729
ENST00000345512	PTPRU
ENST00000373779	PTPRU
ENST00000428026	PTPRU
ENST00000460170	PTPRU
ENST00000527027	PTPRU
ENST00000415600	PTPRU
ENST00000531385	PTPRU
ENST00000526080	PTPRU
ENST00000493601	PTPRU
ENST00000465525	PTPRU
ENST00000492954	PTPRU
ENST00000417651	LINC01756
ENST00000515851	AL671862
ENST00000422638	AC092265
ENST00000641702	AL645944
ENST00000603857	AL645944
ENST00000445180	LINC01648
ENST00000441046	AL137076
ENST00000442774	AL021921
ENST00000427319	AL161638
ENST00000420354	AL161638
ENST00000373765	MATN1
ENST00000494561	MATN1
ENST00000477320	MATN1
ENST00000414532	MATN1-AS1
ENST00000454613	MATN1-AS1
ENST00000414763	MATN1-AS1
ENST00000649861	MATN1-AS1
ENST00000443076	MATN1-AS1
ENST00000655364	AL137857
ENST00000294507	LAPTM5
ENST00000464569	LAPTM5
ENST00000583944	MIR4420
ENST00000476492	LAPTM5
ENST00000440358	AL137027
ENST00000658212	LINC01778
ENST00000671661	LINC01778
ENST00000635009	LINC01778
ENST00000430320	LINC01778
ENST00000659931	LINC01778
ENST00000635357	LINC01778
ENST00000659416	LINC01778
ENST00000635044	LINC01778
ENST00000635288	LINC01778
ENST00000634319	LINC01778
ENST00000634587	LINC01778
ENST00000634980	LINC01778
ENST00000438790	LINC01778
ENST00000667276	LINC01778
ENST00000410852	RN7SKP91
ENST00000431202	AL445235
ENST00000339394	SDC3
ENST000003367981	SDC3
ENST00000471567	SDC3
ENST00000487984	SDC3
ENST00000578099	RN7SL371P
ENST00000424085	PUM1
ENST00000257075	PUM1
ENST00000373747	PUM1
ENST00000426105	PUM1
ENST00000525843	PUM1
ENST00000498419	PUM1
ENST00000440538	PUM1
ENST00000373741	PUM1
ENST00000373742	PUM1
ENST00000530669	PUM1
ENST00000529846	PUM1
ENST00000525997	PUM1
ENST00000527498	PUM1
ENST00000498627	PUM1
ENST00000471894	PUM1
ENST00000490546	PUM1
ENST00000532678	PUM1
ENST00000526128	PUM1
ENST00000526215	PUM1
ENST00000525948	PUM1
ENST00000480602	PUM1
ENST00000524516	PUM1
ENST00000417263	AL356320
ENST00000429616	AL356320
ENST00000531867	PUM1
ENST00000322792	SELENOWP1
ENST00000441274	AC114495
ENST00000373736	NKAIN1
ENST00000528449	NKAIN1
ENST00000526106	NKAIN1
ENST00000530145	NKAIN1
ENST00000533581	NKAIN1
ENST00000263694	SNRNP40
ENST00000486941	SNRNP40
ENST00000489853	SNRNP40
ENST00000373720	SNRNP40
ENST00000491106	SNRNP40
ENST00000452686	AC114495
ENST00000474025	SNRNP40
ENST00000463988	SNRNP40
ENST00000546109	ZCCHC17
ENST00000615916	ZCCHC17
ENST00000616393	ZCCHC17
ENST00000616859	ZCCHC17
ENST00000618216	ZCCHC17
ENST00000479629	ZCCHC17
ENST00000373714	ZCCHC17
ENST000003441470	ZCCHC17
ENST00000627541	ZCCHC17
ENST00000430143	AL451070
ENST00000373713	FABP3
ENST00000497275	FABP3
ENST00000498148	FABP3
ENST00000482018	FABP3
ENST00000373710	SERINC2
ENST00000536859	SERINC2
ENST00000487207	SERINC2
ENST00000373709	SERINC2
ENST00000491976	SERINC2
ENST00000536384	SERINC2
ENST00000401075	AC209007
ENST00000384254	RNU6-40P
ENST00000562339	LDC1P
ENST00000563550	LDC1P
ENST00000578934	Y_RNA
ENST00000566792	LDC1P
ENST00000570127	LDC1P
ENST00000639839	LINC01226
ENST00000640226	LINC01226
ENST00000639741	LINC01226
ENST00000640157	LINC01226
ENST00000562271	LDC1P
ENST00000640623	LINC01226
ENST00000638644	LINC01226
ENST00000640630	LINC01226
ENST00000639946	LINC01226
ENST00000639047	LINC01226
ENST00000435872	AC114488
ENST00000664491	AC114488
ENST00000457433	TINAGL1
ENST000002710642	TINAGL1
ENST00000461030	TINAGL1
ENST00000466998	TINAGL1
ENST00000478398	TINAGL1
ENST00000481165	TINAGL1
ENST00000468635	TINAGL1
ENST00000537531	TINAGL1
ENST00000498429	TINAGL1
ENST00000463112	TINAGL1
ENST00000480586	TINAGL1
ENST00000485464	HCRTR1
ENST00000468521	HCRTR1
ENST00000403528	HCRTR1
ENST00000373706	HCRTR1
ENST00000373705	HCRTR1
ENST00000373703	PEF1
ENST00000461006	PEF1
ENST00000478502	PEF1
ENST00000489164	PEF1
ENST00000492061	PEF1
ENST00000496805	PEF1
ENST00000472443	PEF1
ENST00000471219	PEF1
ENST00000623791	PEF1-AS1
ENST00000610043	PEF1-AS1
ENST00000609549	PEF1-AS1
ENST00000609625	PEF1-AS1
ENST00000581333	AC114488
ENST00000608332	PEF1-AS1
ENST00000623425	PEF1-AS1
ENST00000585660	PEF1-AS1
ENST00000591592	PEF1-AS1
ENST00000608246	PEF1-AS1
ENST00000608888	PEF1-AS1
ENST00000607926	PEF1-AS1
ENST00000610216	PEF1-AS1
ENST00000585413	PEF1-AS1
ENST00000609033	PEF1-AS1
ENST00000589462	PEF1-AS1
ENST00000624388	PEF1-AS1
ENST00000593188	PEF1-AS1
ENST00000609373	PEF1-AS1
ENST00000587445	PEF1-AS1
ENST00000591929	PEF1-AS1
ENST00000609338	PEF1-AS1
ENST00000373672	COL16A1
ENST00000488128	COL16A1
ENST00000488897	COL16A1
ENST00000461217	COL16A1
ENST00000445166	PEF1-AS1
ENST00000623786	PEF1-AS1
ENST00000440437	COL16A1
ENST00000588288	PEF1-AS1
ENST00000466829	COL16A1
ENST00000470799	COL16A1
ENST00000482910	COL16A1
ENST00000468459	COL16A1
ENST00000479100	COL16A1
ENST00000458715	COL16A1
ENST00000373668	COL16A1
ENST00000474000	COL16A1
ENST00000482478	COL16A1
ENST00000529928	COL16A1
ENST00000373667	COL16A1
ENST00000532877	COL16A1
ENST00000398556	ADGRB2
ENST00000398547	ADGRB2
ENST00000373655	ADGRB2
ENST00000398542	ADGRB2
ENST00000465256	ADGRB2
ENST00000373658	ADGRB2
ENST00000530999	ADGRB2
ENST00000527361	ADGRB2
ENST00000398538	ADGRB2
ENST00000466109	ADGRB2
ENST00000420125	ADGRB2
ENST00000530134	ADGRB2
ENST00000533175	ADGRB2
ENST00000468430	ADGRB2
ENST00000436464	ADGRB2
ENST00000581063	MIR4254
ENST00000527035	AL354919
ENST00000257100	SPOCD1
ENST00000360482	SPOCD1
ENST00000473361	SPOCD1
ENST00000452755	SPOCD1
ENST00000533231	SPOCD1
ENST00000528579	SPOCD1
ENST00000532604	SPOCD1
ENST00000531039	SPOCD1
ENST00000468720	SPOCD1
ENST00000460061	SPOCD1
ENST00000485944	SPOCD1
ENST00000529396	SPOCD1
ENST00000528791	SPOCD1
ENST00000525930	SPOCD1
ENST00000453837	AL354919
ENST00000602889	AL136115
ENST00000602725	PTP4A2
ENST00000647444	PTP4A2
ENST00000649841	PTP4A2
ENST00000457805	PTP4A2
ENST00000489313	PTP4A2
ENST00000602683	PTP4A2
ENST00000470404	PTP4A2
ENST00000532001	PTP4A2
ENST00000528253	PTP4A2
ENST00000484483	PTP4A2
ENST00000468531	PTP4A2
ENST00000534796	PTP4A2
ENST00000532289	PTP4A2
ENST00000526960	PTP4A2
ENST00000524384	PTP4A2
ENST00000528840	PTP4A2
ENST00000494444	PTP4A2
ENST00000529477	PTP4A2
ENST00000533408	PTP4A2
ENST00000475464	PTP4A2
ENST00000447478	AL136115
ENST00000641788	AL136115
ENST000003273002	KHDRBS1
ENST000003077142	KHDRBS1
ENST00000492989	KHDRBS1
ENST00000484270	KHDRBS1
ENST00000366152	AL445248
ENST00000487305	TMEM39B
ENST00000438825	TMEM39B
ENST000003362940	TMEM39B
ENST00000441402	TMEM39B
ENST00000472503	TMEM39B
ENST00000468135	TMEM39B
ENST00000466321	TMEM39B
ENST00000476968	TMEM39B
ENST00000498613	TMEM39B
ENST00000577515	MIR5585
ENST00000613387	Metazoa_SRP
ENST00000373625	KPNA6
ENST00000471599	KPNA6
ENST00000469790	KPNA6
ENST00000446515	KPNA6
ENST00000515055	AL049795
ENST00000373610	TXLNA
ENST00000373609	TXLNA
ENST000003736020	CCDC28B
ENST00000469003	CCDC28B
ENST00000421922	CCDC28B
ENST00000461819	CCDC28B
ENST00000483009	CCDC28B
ENST00000373604	AL049795
ENST00000421616	AL049795
ENST00000617816	IQCC
ENST000002913581	IQCC
ENST00000537469	IQCC
ENST00000409358	DCDC2B
ENST00000487056	DCDC2B
ENST00000466796	TMEM234
ENST00000495091	TMEM234
ENST00000491434	TMEM234
ENST00000489170	TMEM234
ENST00000461402	TMEM234
ENST00000483001	TMEM234
ENST00000373593	TMEM234
ENST00000344461	TMEM234
ENST000003097771	TMEM234
ENST00000484490	TMEM234
ENST00000485689	TMEM234
ENST00000487174	TMEM234
ENST00000677701	EIF3I
ENST00000677760	EIF3I
ENST00000676801	EIF3I
ENST00000677772	EIF3I
ENST00000677202	EIF3I
ENST00000677844	EIF3I
ENST00000677711	EIF3I
ENST00000676679	EIF3I
ENST00000677676	EIF3I
ENST00000678689	EIF3I
ENST00000373586	EIF3I
ENST00000474371	EIF3I
ENST00000677767	EIF3I
ENST00000678889	EIF3I
ENST00000677378	EIF3I
ENST00000677640	EIF3I
ENST00000678534	EIF3I
ENST00000679290	EIF3I
ENST00000676554	EIF3I
ENST00000676998	EIF3I
ENST00000678842	EIF3I
ENST00000678968	EIF3I
ENST00000678063	EIF3I
ENST00000678150	EIF3I
ENST00000677198	EIF3I
ENST00000677540	EIF3I
ENST00000676837	EIF3I
ENST00000678420	EIF3I
ENST00000677183	EIF3I
ENST00000678162	EIF3I
ENST00000678711	EIF3I
ENST00000678883	EIF3I
ENST00000677353	EIF3I
ENST000003550820	EIF3I
ENST00000679270	EIF3I
ENST00000677580	EIF3I
ENST00000677053	EIF3I
ENST00000489353	EIF3I
ENST00000471486	EIF3I
ENST00000676957	EIF3I
ENST00000483517	EIF3I
ENST00000678306	EIF3I
ENST00000679044	EIF3I
ENST00000678106	EIF3I
ENST00000423995	MTMR9LP
ENST00000403496	MTMR9LP
ENST00000441044	MTMR9LP
ENST00000426597	MTMR9LP
ENST00000373582	FAM167B
ENST00000373564	LCK
ENST00000482949	LCK
ENST000003368900	LCK
ENST00000495610	LCK
ENST00000355928	LCK
ENST00000476457	LCK
ENST00000469765	LCK
ENST00000615681	Metazoa_SRP
ENST00000619559	LCK
ENST00000461712	LCK
ENST00000373562	LCK
ENST00000477031	LCK
ENST00000373557	LCK
ENST00000333070	LCK
ENST00000469956	LCK
ENST00000516641	Y_RNA
ENST00000373548	HDAC1
ENST00000481281	HDAC1
ENST00000463172	HDAC1
ENST00000428704	HDAC1
ENST00000472928	HDAC1
ENST00000490081	HDAC1
ENST00000482310	HDAC1
ENST00000476391	HDAC1
ENST00000484305	HDAC1
ENST00000471488	HDAC1
ENST00000329421	MARCKSL1
ENST00000448134	AL109945
ENST00000421153	TSSK3
ENST00000574792	TSSK3
ENST00000574315	TSSK3
ENST00000432622	FAM229A
ENST00000416512	FAM229A
ENST00000428500	FAM229A
ENST00000415596	FAM229A
ENST00000373534	TSSK3
ENST00000455895	BSDC1
ENST00000444377	BSDC1
ENST000003410711	BSDC1
ENST00000526031	BSDC1
ENST00000419121	BSDC1
ENST00000446293	BSDC1
ENST00000463967	BSDC1
ENST00000373520	BSDC1
ENST00000527513	BSDC1
ENST00000527163	BSDC1
ENST00000530485	BSDC1
ENST00000474414	BSDC1
ENST00000530876	BSDC1
ENST00000530753	BSDC1
ENST00000533084	BSDC1
ENST00000531222	BSDC1
ENST00000444107	GAPDHP20
ENST00000604085	AL356986
ENST00000454917	LRRC37A12P
ENST00000579362	RN7SL122P
ENST00000480336	AL033529
ENST00000609129	ZBTB8B
ENST00000373510	ZBTB8A
ENST00000316459	ZBTB8A
ENST00000341885	ZBTB8OS
ENST00000468695	ZBTB8OS
ENST00000492007	ZBTB8OS
ENST00000373506	ZBTB8OS
ENST00000467652	ZBTB8OS
ENST00000498691	ZBTB8OS
ENST00000373501	ZBTB8OS
ENST00000473294	ZBTB8OS
ENST00000436661	ZBTB8OS
ENST00000476493	ZBTB8OS
ENST00000465588	ZBTB8OS
ENST00000483138	ZBTB8OS
ENST00000479075	ZBTB8OS
ENST00000473383	ZBTB8OS
ENST00000466361	ZBTB8OS
ENST00000363721	Y_RNA
ENST00000414241	RBBP4
ENST00000527118	RBBP4
ENST000003734930	RBBP4
ENST00000401893	RBBP4
ENST00000524393	RBBP4
ENST00000526193	RBBP4
ENST00000492348	RBBP4
ENST00000525506	RBBP4
ENST00000465780	RBBP4
ENST00000373485	RBBP4
ENST00000477563	RBBP4
ENST00000458695	RBBP4
ENST00000490500	RBBP4
ENST00000445722	RBBP4
ENST00000475321	RBBP4
ENST00000531983	RBBP4
ENST00000463378	RBBP4
ENST00000460669	RBBP4
ENST00000482190	RBBP4
ENST00000409190	SYNC
ENST00000373484	SYNC
ENST00000417633	SYNC
ENST00000426909	SYNC
ENST00000421619	AC114489
ENST00000401073	KIAA1522
ENST00000468130	KIAA1522
ENST00000373481	KIAA1522
ENST00000294521	KIAA1522
ENST00000373480	KIAA1522
ENST00000469100	YARS1
ENST00000373477	YARS1
ENST00000490826	YARS1
ENST00000676297	YARS1
ENST00000674654	YARS1
ENST00000674629	YARS1
ENST00000675785	YARS1
ENST00000487404	YARS1
ENST00000478828	YARS1
ENST00000481895	YARS1
ENST00000616261	YARS1
ENST00000466052	YARS1
ENST00000470377	YARS1
ENST00000472692	YARS1
ENST00000530710	S100PBP
ENST00000373476	S100PBP
ENST00000529027	S100PBP
ENST00000531123	S100PBP
ENST00000356689	S100PBP
ENST00000526230	S100PBP
ENST000003734750	S100PBP
ENST00000531256	S100PBP
ENST00000477248	S100PBP
ENST00000482212	S100PBP
ENST00000474103	S100PBP
ENST00000530552	S100PBP
ENST00000525203	S100PBP
ENST00000524535	S100PBP
ENST00000527692	S100PBP
ENST00000475486	S100PBP
ENST00000483143	FNDC5
ENST00000481487	FNDC5
ENST00000373471	FNDC5
ENST00000649537	FNDC5
ENST00000497068	FNDC5
ENST00000496770	FNDC5
ENST00000465346	FNDC5
ENST00000470166	HPCA
ENST00000480118	HPCA
ENST00000459874	HPCA
ENST00000373467	HPCA
ENST00000470896	HPCA
ENST00000482771	TMEM54
ENST00000329151	TMEM54
ENST00000373463	TMEM54
ENST00000474144	TMEM54
ENST00000475208	TMEM54
ENST00000463914	TMEM54
ENST00000661031	AL031602
ENST000003734561	RNF19B
ENST00000235150	RNF19B
ENST00000356990	RNF19B
ENST00000633169	AL031602
ENST00000623226	AL031602
ENST00000401937	AL355864
ENST00000447420	AL355864
ENST00000427524	AL020995
ENST00000629371	AK2
ENST00000373449	AK2
ENST00000672715	AK2
ENST000003548581	AK2
ENST00000672308	AK2
ENST00000548033	AK2
ENST00000482191	AK2
ENST00000491241	AK2
ENST00000467905	AK2
ENST00000480134	AK2
ENST00000550338	AK2
ENST00000469238	AK2
ENST00000466029	AK2
ENST00000673291	AK2
ENST00000487289	AK2
ENST00000548559	AK2
ENST00000551979	AK2
ENST00000610352	Metazoa_SRP
ENST00000626911	AK2
ENST00000478635	AZIN2
ENST00000481886	AZIN2
ENST00000475935	AZIN2
ENST000002945171	AZIN2
ENST00000462920	AZIN2
ENST00000471119	AZIN2
ENST00000495135	AZIN2
ENST00000477570	AZIN2
ENST00000483027	AZIN2
ENST00000492420	AZIN2
ENST00000373443	AZIN2
ENST00000497710	AZIN2
ENST00000473089	AZIN2
ENST00000652171	AZIN2
ENST00000484656	AZIN2
ENST00000373440	AZIN2
ENST00000652381	AZIN2
ENST00000373441	AZIN2
ENST00000478204	AZIN2
ENST00000497280	AZIN2
ENST00000492521	AZIN2
ENST00000622988	AL662907
ENST000002914160	TRIM62
ENST00000543586	TRIM62
ENST00000485148	TRIM62
ENST00000624339	AL662907
ENST00000486583	TRIM62
ENST00000641271	AL662907
ENST00000641727	AL662907
ENST00000539719	ZNF362
ENST00000483388	ZNF362
ENST00000490959	ZNF362
ENST00000602618	AL513327
ENST00000373428	ZNF362
ENST00000477934	ZNF362
ENST00000442999	A3GALT2
ENST00000627421	AL513327
ENST00000588828	AL513327
ENST00000624453	AL513327
ENST00000630229	AL513327
ENST00000457957	AL513327
ENST00000587696	AL513327
ENST00000625117	AL513327
ENST00000624012	AL513327
ENST00000431992	PHC2
ENST00000485928	PHC2
ENST00000373418	PHC2
ENST00000373422	PHC2
ENST00000257118	PHC2
ENST00000467894	PHC2
ENST00000628643	AL513327
ENST00000630909	AL513327
ENST00000627130	AL513327
ENST00000486897	PHC2
ENST00000493483	PHC2
ENST00000473158	PHC2
ENST00000583214	MIR3605
ENST00000410180	RN7SKP16
ENST00000432703	PHC2-AS1
ENST00000459964	PHC2
ENST00000468406	PHC2
ENST00000484692	PHC2
ENST00000413515	TLR12P
ENST00000361328	ZSCAN20
ENST00000373413	ZSCAN20
ENST00000480917	ZSCAN20
ENST00000424879	AC115285
ENST00000373381	CSMD2
ENST00000373388	CSMD2
ENST00000619121	CSMD2
ENST00000241312	CSMD2
ENST00000465819	CSMD2
ENST00000373380	CSMD2
ENST00000489419	CSMD2
ENST00000373377	CSMD2
ENST00000338325	CSMD2
ENST00000471438	CSMD2
ENST00000432666	HSPD1P14
ENST00000519684	HMGB4
ENST00000522796	HMGB4
ENST00000458277	HMGB4
ENST00000425537	HMGB4
ENST00000425631	CSMD2-AS1
ENST00000668264	CSMD2-AS1
ENST00000654712	CSMD2-AS1
ENST00000659019	CSMD2-AS1
ENST00000663192	CSMD2-AS1
ENST00000662460	CSMD2-AS1
ENST00000661540	CSMD2-AS1
ENST00000665318	CSMD2-AS1
ENST00000663471	CSMD2-AS1
ENST00000434181	CSMD2-AS1
ENST00000664189	CSMD2-AS1
ENST00000661122	CSMD2-AS1
ENST00000659870	CSMD2-AS1
ENST00000432447	CSMD2-AS1
ENST00000414868	CSMD2-AS1
ENST00000653768	CSMD2-AS1
ENST00000660205	CSMD2-AS1
ENST00000667628	CSMD2-AS1
ENST00000653656	CSMD2-AS1
ENST00000438719	CSMD2-AS1
ENST00000431046	CSMD2-AS1
ENST00000364278	RNA5SP42
ENST00000373374	C1orf94
ENST00000488417	C1orf94
ENST00000604298	AC115286
ENST00000666642	AC099565
ENST00000385206	MIR552
ENST00000426886	SMIM12
ENST00000338513	GJB5
ENST00000339480	GJB4
ENST00000542839	AL121988
ENST00000373366	GJB3
ENST00000373362	GJB3
ENST00000450137	GJA4
ENST00000342280	GJA4
ENST00000521580	SMIM12
ENST00000429293	AL122010
ENST00000446026	SMIM12
ENST00000456842	SMIM12
ENST00000423898	SMIM12
ENST00000417239	SMIM12
ENST00000235180	DLGAP3
ENST00000373347	DLGAP3
ENST00000495979	DLGAP3
ENST00000417456	AC114490
ENST00000311990	AC114490
ENST00000642415	AC114490
ENST00000487874	AC114490
ENST00000373337	TMEM35B
ENST00000493328	ZMYM6
ENST00000357182	ZMYM6
ENST00000466345	ZMYM6
ENST00000472971	ZMYM6
ENST00000415531	ZMYM6
ENST00000317538	ZMYM6
ENST00000460607	ZMYM6
ENST00000373333	ZMYM6
ENST00000471566	ZMYM6
ENST00000650449	ZMYM1
ENST00000428087	RPL12P45
ENST00000417119	ZMYM1
ENST00000611874	ZMYM1
ENST00000466390	ZMYM1
ENST00000359858	ZMYM1
ENST00000488455	ZMYM1
ENST00000475654	ZMYM1
ENST00000373329	ZMYM1
ENST00000373330	ZMYM1
ENST00000476269	ZMYM1
ENST00000463393	ZMYM1
ENST00000442409	EFCAB14P1
ENST00000641402	AL590434
ENST00000471991	SFPQ
ENST00000468598	SFPQ
ENST00000460428	SFPQ
ENST00000470472	SFPQ
ENST00000466745	SFPQ
ENST00000466213	SFPQ
ENST00000490668	SFPQ
ENST00000485365	SFPQ
ENST00000485454	SFPQ
ENST00000357214	SFPQ
ENST00000364998	Y_RNA
ENST000003146071	ZMYM4
ENST00000441447	ZMYM4
ENST00000475222	RN7SL503P
ENST00000364672	SNORA62
ENST00000434805	RPL5P4
ENST00000432683	ZMYM4-AS1
ENST00000457946	ZMYM4
ENST00000482131	ZMYM4
ENST00000470175	ZMYM4
ENST00000610617	Metazoa_SRP
ENST00000492456	ZMYM4
ENST00000325722	KIAA0319L
ENST00000373266	KIAA0319L
ENST00000426982	KIAA0319L
ENST00000461312	KIAA0319L
ENST00000485551	KIAA0319L
ENST00000473423	KIAA0319L
ENST00000473844	KIAA0319L
ENST00000474856	KIAA0319L
ENST00000492544	KIAA0319L
ENST00000440579	KIAA0319L
ENST00000467109	KIAA0319L
ENST00000431916	KIAA0319L
ENST00000482929	KIAA0319L
ENST00000478463	KIAA0319L
ENST00000470388	KIAA0319L
ENST00000492888	KIAA0319L
ENST00000469892	KIAA0319L
ENST00000494948	KIAA0319L
ENST00000442276	AC004865
ENST00000476329	KIAA0319L
ENST00000473465	KIAA0319L
ENST00000373253	NCDN
ENST00000356090	NCDN
ENST00000373243	NCDN
ENST00000459931	NCDN
ENST00000437806	NCDN
ENST00000423723	NCDN
ENST00000425881	TFAP2E-AS1
ENST00000444348	TFAP2E-AS1
ENST00000373235	TFAP2E
ENST00000650429	TFAP2E
ENST00000373237	PSMB2
ENST00000621781	PSMB2
ENST00000630477	PSMB2
ENST00000270815	C1orf216
ENST00000503824	C1orf216
ENST00000453178	C1orf216
ENST00000251195	CLSPN
ENST00000318121	CLSPN
ENST00000466308	CLSPN
ENST00000373220	CLSPN
ENST00000520551	CLSPN
ENST00000373226	AL354864
ENST00000517467	CLSPN
ENST00000373210	AGO4
ENST00000488778	AGO4
ENST00000496257	AGO4
ENST00000373206	AGO1
ENST00000604465	CFAP97P1
ENST00000674304	AGO1
ENST00000373204	AGO1
ENST00000674426	AGO1
ENST00000635259	AGO1
ENST00000655341	AL139286
ENST00000606838	AL139286
ENST00000324350	AGO3
ENST00000397828	AGO3
ENST00000634486	AGO3
ENST00000373191	AGO3
ENST000002463140	AGO3
ENST00000491443	AGO3
ENST00000466576	AL138787
ENST00000479395	AL138787
ENST00000471099	AGO3
ENST00000446354	AL138787
ENST00000437804	AL138787
ENST00000207457	TEKT2
ENST00000469024	TEKT2
ENST00000473120	TEKT2
ENST00000373178	ADPRS
ENST00000397799	COL8A2
ENST00000303143	COL8A2
ENST00000481785	COL8A2
ENST00000616074	TRAPPC3
ENST00000616395	TRAPPC3
ENST00000617904	TRAPPC3
ENST00000373166	TRAPPC3
